timestamp,x,y,z
58:53.2,-80,1016,-68
58:53.3,-144,1012,-84
58:53.4,-200,1052,-60
58:53.5,-260,1088,-24
58:53.6,-296,1032,32
58:53.7,-304,960,88
58:53.8,-272,944,88
58:53.9,-252,972,4
58:54.0,-232,1044,-44
58:54.1,-244,1064,-32
58:54.2,-260,1040,40
58:54.3,-216,988,-20
58:54.4,-148,960,-12
58:54.5,-220,944,48
58:54.6,-232,1032,68
58:54.7,-256,1052,-16
58:54.8,-300,1016,-20
58:54.9,-336,972,-84
58:55.0,-404,928,-92
58:55.1,-420,980,-56
58:55.2,-396,1032,-64
58:55.3,-380,944,-112
58:55.4,-240,800,-4
58:55.5,-164,920,-396
58:55.6,-36,1276,-464
58:55.7,-112,1204,-380
58:55.8,-212,1192,-396
58:55.9,-216,972,-196
58:56.0,-308,1004,532
58:56.1,-376,1072,4
58:56.3,-220,1004,-492
58:56.4,-236,916,-292
58:56.5,-212,852,-196
58:56.6,-164,1232,-448
58:56.7,48,1384,-500
58:56.8,-36,1276,-452
58:56.9,-208,1080,-160
58:57.0,-356,984,-144
58:57.1,-544,848,248
58:57.2,-416,956,32
58:57.3,-324,1028,-248
58:57.4,-172,1096,-320
58:57.5,-120,1280,-128
58:57.6,-244,1052,112
58:57.7,-256,876,164
58:57.8,-188,936,108
58:57.9,-192,904,-40
58:58.0,-92,828,80
58:58.1,-104,844,-160
58:58.2,136,1240,-536
58:58.3,172,1244,-412
58:58.4,68,1068,-296
58:58.5,-160,976,-248
58:58.6,-616,892,300
58:58.7,-492,944,56
58:58.8,-500,956,-84
58:58.9,-228,960,-428
58:59.0,-124,956,-232
58:59.1,-108,908,-84
58:59.2,-60,828,-340
58:59.3,-108,1112,-172
58:59.4,-120,1296,-408
58:59.5,-148,1112,-192
58:59.6,-592,976,184
58:59.7,-540,904,184
58:59.8,-332,956,-36
58:59.9,-100,864,-248
59:00.0,-8,1016,-260
59:00.1,-4,1152,-36
59:00.2,-204,1020,-12
59:00.3,-312,876,144
59:00.4,-332,904,24
59:00.6,-280,1128,-44
59:00.7,-256,1220,108
59:00.8,-224,944,-36
59:00.9,-192,832,104
59:01.0,-208,980,8
59:01.1,-152,1080,20
59:01.2,-80,1016,-40
59:01.3,-64,952,40
59:01.4,-40,872,-8
59:01.5,-56,1168,-200
59:01.6,-108,1124,-416
59:01.7,-236,1076,40
59:01.8,-432,1024,308
59:01.9,-440,960,-52
59:02.0,-296,976,-148
59:02.1,-256,1180,-268
59:02.2,-168,1120,-176
59:02.3,-128,1096,-4
59:02.4,-12,1052,-52
59:02.5,-36,1064,-116
59:02.6,-140,1040,-128
59:02.7,-220,992,60
59:02.8,-412,964,304
59:02.9,-268,1036,-136
59:03.0,-108,980,-356
59:03.1,12,1128,-300
59:03.2,8,1060,-296
59:03.3,-32,972,-260
59:03.4,-176,896,-192
59:03.5,-376,1016,8
59:03.6,-432,1028,-156
59:03.7,-376,992,-144
59:03.8,-332,948,-132
59:03.9,-268,916,-176
59:04.0,-252,976,-140
59:04.1,-260,1020,-176
59:04.2,-288,1036,-148
59:04.3,-296,984,-148
59:04.4,-324,1024,-184
59:04.5,-280,1036,-152
59:04.6,-244,1020,-192
59:04.7,-140,1004,-212
59:04.8,-112,948,-212
59:05.0,-200,896,-116
59:05.1,-316,1012,-56
59:05.2,-356,1000,-144
59:05.3,-268,1048,-172
59:05.4,-172,1052,-208
59:05.5,-76,964,-180
59:05.6,-44,844,-200
59:05.7,-124,876,-88
59:05.8,-272,984,-64
59:05.9,-260,1092,-196
59:06.0,-232,1044,-232
59:06.1,-256,1012,-92
59:06.2,-216,988,-120
59:06.3,-112,1100,-196
59:06.4,-56,980,-212
59:06.5,-168,944,-96
59:06.6,-260,976,-184
59:06.7,-316,1048,-160
59:06.8,-296,1132,-172
59:06.9,-220,1052,-200
59:07.0,-128,1012,-192
59:07.1,-64,952,-216
59:07.2,-68,924,-132
59:07.3,-172,932,-132
59:07.4,-260,1000,-84
59:07.5,-296,1068,-148
59:07.6,-280,1060,-144
59:07.7,-172,1028,-136
59:07.8,-84,1004,-140
59:07.9,-20,864,-180
59:08.0,-132,900,-52
59:08.1,-244,1028,-36
59:08.2,-292,1072,-184
59:08.3,-256,1164,-68
59:08.4,-184,1084,-88
59:08.5,-104,1072,-152
59:08.6,-16,948,-196
59:08.7,-120,952,-80
59:08.8,-252,984,-76
59:08.9,-304,1152,-144
59:09.0,-280,1188,-160
59:09.1,-168,1056,-92
59:09.3,-92,956,-92
59:09.4,-4,900,-108
59:09.5,-88,992,-32
59:09.6,-204,1020,-84
59:09.7,-244,1148,-124
59:09.8,-236,1148,-52
59:09.9,-156,1044,-88
59:10.0,-84,1048,-80
59:10.1,-4,940,-112
59:10.2,-84,992,0
59:10.3,-176,1020,-80
59:10.4,-248,1200,-124
59:10.5,-196,1120,-124
59:10.6,-80,996,-184
59:10.7,36,1072,-212
59:10.8,84,972,-136
59:10.9,-52,944,-32
59:11.0,-172,968,-52
59:11.1,-260,1172,-112
59:11.2,-180,1080,-136
59:11.3,-96,988,-104
59:11.4,20,960,-80
59:11.5,44,928,-116
59:11.6,-52,932,-44
59:11.7,-184,1024,-76
59:11.8,-240,1096,-68
59:11.9,-164,1088,-84
59:12.0,-48,1052,-96
59:12.1,32,996,-184
59:12.2,24,948,-128
59:12.3,-104,940,-52
59:12.4,-204,1092,-32
59:12.5,-236,1184,-152
59:12.6,-176,1076,-112
59:12.7,-88,1044,-112
59:12.8,60,944,-92
59:12.9,32,876,-108
59:13.0,-60,964,-20
59:13.1,-204,984,4
59:13.2,-312,1096,-80
59:13.3,-288,1116,-68
59:13.4,-172,1060,-152
59:13.5,-76,1004,-176
59:13.7,80,928,-272
59:13.8,-28,984,-68
59:13.9,-208,960,-40
59:14.0,-304,1104,-76
59:14.1,-280,1136,-124
59:14.2,-180,1072,-264
59:14.3,-100,1068,-240
59:14.4,20,900,-304
59:14.5,-64,916,-40
59:14.6,-216,1008,-32
59:14.7,-272,1068,-68
59:14.8,-304,1000,-100
59:14.9,-224,1052,-152
59:15.0,-136,1092,-236
59:15.1,-112,1032,-140
59:15.2,-72,936,-188
59:15.3,-112,940,-144
59:15.4,-208,960,-56
59:15.5,-284,1040,-48
59:15.6,-316,980,-40
59:15.7,-220,1032,-168
59:15.8,-128,1124,-248
59:15.9,-56,1100,-136
59:16.0,-68,1000,12
59:16.1,-92,960,252
59:16.2,-92,952,220
59:16.3,-84,976,212
59:16.4,-68,988,176
59:16.5,-60,992,180
59:16.6,-68,1024,188
59:16.7,-76,1032,164
59:16.8,-72,1032,172
59:16.9,-52,1056,168
59:17.0,-40,1044,144
59:17.1,-8,1020,128
59:17.2,12,976,124
59:17.3,24,920,92
59:17.4,-60,892,80
59:17.5,-268,1252,204
59:17.6,-276,1200,200
59:17.7,-232,1064,156
59:17.8,-140,1000,28
59:18.0,-100,980,60
59:18.1,-80,984,200
59:18.2,8,1008,284
59:18.3,4,1004,152
59:18.4,28,1044,64
59:18.5,8,1024,152
59:18.6,8,1040,216
59:18.7,8,1048,124
59:18.8,12,1040,120
59:18.9,12,1028,140
59:19.0,-20,1016,136
59:19.1,-32,1000,116
59:19.2,-56,1004,76
59:19.3,-4,1052,124
59:19.4,24,1048,152
59:19.5,48,1036,124
59:19.6,56,1032,52
59:19.7,68,1108,100
59:19.8,60,1028,152
59:19.9,44,1044,64
59:20.0,72,1040,76
59:20.1,72,944,140
59:20.2,12,968,124
59:20.3,-8,1028,292
59:20.4,-20,1008,216
59:20.5,16,1044,120
59:20.6,-60,1160,144
59:20.7,-104,1096,144
59:20.8,-76,1036,76
59:20.9,-36,980,72
59:21.0,-84,1044,136
59:21.1,-32,1072,80
59:21.2,-24,1132,-76
59:21.3,-88,1056,216
59:21.4,-12,932,132
59:21.5,128,960,140
59:21.6,120,936,112
59:21.7,164,972,192
59:21.8,92,1008,192
59:21.9,92,1100,152
59:22.0,52,1160,148
59:22.1,120,1012,116
59:22.2,84,920,0
59:22.4,148,1012,40
59:22.5,152,1092,148
59:22.6,252,1004,268
59:22.7,292,940,112
59:22.8,300,948,64
59:22.9,320,960,108
59:23.0,296,988,92
59:23.1,320,1012,96
59:23.2,332,972,132
59:23.3,328,972,72
59:23.4,344,992,144
59:23.5,340,996,120
59:23.6,328,976,84
59:23.7,324,992,100
59:23.8,312,996,104
59:23.9,324,1000,128
59:24.0,320,992,116
59:24.1,324,992,100
59:24.2,308,996,88
59:24.3,296,1008,100
59:24.4,288,1008,96
59:24.5,288,1004,88
59:24.6,300,1000,108
59:24.7,300,1000,112
59:24.8,296,1000,116
59:24.9,300,1008,116
59:25.0,292,1008,124
59:25.1,296,1008,116
59:25.2,288,1000,116
59:25.3,296,1004,120
59:25.4,304,1008,108
59:25.5,288,1008,100
59:25.6,280,1004,116
59:25.7,284,1008,128
59:25.8,280,1008,116
59:25.9,272,1008,132
59:26.0,276,1008,124
59:26.1,280,1004,120
59:26.2,280,1008,124
59:26.3,280,1008,120
59:26.4,280,1008,112
59:26.5,280,1000,124
59:26.7,276,1004,112
59:26.8,280,1008,112
59:26.9,284,1012,120
59:27.0,272,1004,148
59:27.1,276,1016,136
59:27.2,276,1012,120
59:27.3,284,1004,112
59:27.4,300,976,108
59:27.5,308,968,108
59:27.6,328,996,112
59:27.7,320,1008,80
59:27.8,304,1024,52
59:27.9,316,1000,96
59:28.0,308,1016,64
59:28.1,316,1016,100
59:28.2,316,996,104
59:28.3,304,992,88
59:28.4,300,1004,100
59:28.5,300,1008,104
59:28.6,284,1012,92
59:28.7,284,996,100
59:28.8,280,996,84
59:28.9,272,1008,80
59:29.0,276,1004,104
59:29.1,280,1008,108
59:29.2,280,1012,88
59:29.3,276,1012,108
59:29.4,272,1016,100
59:29.5,268,1008,100
59:29.6,276,1008,84
59:29.7,264,1012,108
59:29.8,268,1012,88
59:29.9,272,1012,100
59:30.0,272,1016,88
59:30.1,272,1012,96
59:30.2,268,1012,108
59:30.3,268,1016,112
59:30.4,264,1012,104
59:30.5,268,1012,112
59:30.6,268,1008,100
59:30.7,268,1012,92
59:30.8,248,1016,76
59:30.9,256,1012,116
59:31.1,268,1012,124
59:31.2,272,1004,128
59:31.3,268,1000,108
59:31.4,268,1012,96
59:31.5,260,1020,108
59:31.6,260,1008,108
59:31.7,252,1012,100
59:31.8,256,1016,132
59:31.9,288,1016,152
59:32.0,280,1000,120
59:32.1,256,1000,72
59:32.2,248,1016,108
59:32.3,260,1000,168
59:32.4,252,964,160
59:32.5,236,944,164
59:32.6,232,892,152
59:32.7,136,932,72
59:32.8,28,980,-32
59:32.9,-100,1016,-16
59:33.0,-184,1052,20
59:33.1,-272,1100,72
59:33.2,-324,1120,84
59:33.3,-284,1116,84
59:33.4,-240,1020,96
59:33.5,-204,956,40
59:33.6,-212,972,-180
59:33.7,-252,1016,144
59:33.8,-144,1064,308
59:33.9,-84,1020,140
59:34.0,-80,988,24
59:34.1,-100,988,-124
59:34.2,-124,968,-180
59:34.3,-176,1084,-40
59:34.4,-160,1112,-40
59:34.5,-100,1056,32
59:34.6,-92,1008,-24
59:34.7,-108,1024,-108
59:34.8,-96,1080,-44
59:34.9,-108,1080,-52
59:35.0,-136,1024,-28
59:35.1,-152,904,-56
59:35.2,-152,940,-68
59:35.4,-80,1116,-196
59:35.5,-68,1200,-152
59:35.6,-92,1120,-36
59:35.7,-108,1036,0
59:35.8,-124,984,-16
59:35.9,-152,976,24
59:36.0,-148,992,64
59:36.1,-148,992,32
59:36.2,-172,988,0
59:36.3,-212,1040,28
59:36.4,-236,1028,8
59:36.5,-304,1040,-28
59:36.6,-244,1052,16
59:36.7,-212,1080,-8
59:36.8,-188,1088,12
59:36.9,-124,1048,68
59:37.0,-64,1004,104
59:37.1,-28,984,32
59:37.2,8,1000,56
59:37.3,24,1008,48
59:37.4,36,1016,36
59:37.5,32,1020,40
59:37.6,40,1036,72
59:37.7,48,1036,72
59:37.8,48,1028,72
59:37.9,52,1032,64
59:38.0,44,1048,76
59:38.1,40,1044,68
59:38.2,36,1044,68
59:38.3,40,1036,76
59:38.4,36,1036,76
59:38.5,36,1044,80
59:38.6,36,1044,56
59:38.7,68,1028,92
59:38.8,76,1012,116
59:38.9,64,984,56
59:39.0,44,968,64
59:39.1,-28,996,-8
59:39.2,-116,1064,-12
59:39.3,-184,1088,16
59:39.4,-200,1096,28
59:39.5,-200,1056,12
59:39.6,-228,1016,32
59:39.8,-252,992,72
59:39.9,-256,988,92
59:40.0,-248,1012,44
59:40.1,-248,1044,64
59:40.2,-244,984,100
59:40.3,-244,984,60
59:40.4,-244,984,40
59:40.5,-248,988,64
59:40.6,-268,964,24
59:40.7,-272,944,48
59:40.8,-288,932,-24
59:40.9,-332,940,-28
59:41.0,-384,956,0
59:41.1,-412,972,20
59:41.2,-468,948,-4
59:41.3,-492,940,12
59:41.4,-504,952,40
59:41.5,-516,916,0
59:41.6,-540,872,20
59:41.7,-564,864,24
59:41.8,-592,860,28
59:41.9,-608,860,60
59:42.0,-596,876,20
59:42.1,-592,876,24
59:42.2,-592,872,32
59:42.3,-588,848,32
59:42.4,-556,828,56
59:42.5,-556,828,36
59:42.6,-548,868,32
59:42.7,-556,872,44
59:42.8,-564,852,48
59:42.9,-560,864,36
59:43.0,-568,868,36
59:43.1,-564,860,44
59:43.2,-564,852,56
59:43.3,-564,852,52
59:43.4,-564,852,52
59:43.5,-564,860,100
59:43.6,-660,1036,84
59:43.7,-812,1220,176
59:43.8,-672,956,284
59:43.9,-348,748,256
59:44.1,-180,820,32
59:44.2,-104,896,-140
59:44.3,12,992,-24
59:44.4,84,984,-32
59:44.5,120,1016,44
59:44.6,184,1048,72
59:44.7,268,988,28
59:44.8,332,912,-8
59:44.9,272,924,24
59:45.0,312,992,96
59:45.1,300,1008,28
59:45.2,308,1016,32
59:45.3,304,1016,60
59:45.4,304,1000,60
59:45.5,312,992,72
59:45.6,320,1000,68
59:45.7,304,1000,60
59:45.8,312,1004,60
59:45.9,300,1008,56
59:46.0,300,1008,44
59:46.1,292,1012,68
59:46.2,284,1012,60
59:46.3,292,1012,48
59:46.4,288,1012,60
59:46.5,288,1012,68
59:46.6,288,1008,68
59:46.7,288,1004,68
59:46.8,284,1012,72
59:46.9,284,1012,76
59:47.0,276,1012,60
59:47.1,280,1008,76
59:47.2,276,1012,60
59:47.3,280,1012,56
59:47.4,284,1008,72
59:47.5,280,1012,48
59:47.6,276,1016,64
59:47.7,280,1016,64
59:47.8,280,1012,64
59:47.9,284,1012,68
59:48.0,280,1012,60
59:48.1,280,1012,56
59:48.2,280,1016,60
59:48.3,276,1020,60
59:48.5,280,1008,68
59:48.6,280,1016,68
59:48.7,276,1020,60
59:48.8,272,1012,60
59:48.9,284,1008,80
59:49.0,308,1000,-24
59:49.1,324,980,72
59:49.2,312,996,108
59:49.3,300,1052,-12
59:49.4,312,1008,104
59:49.5,308,1012,-28
59:49.6,296,996,0
59:49.7,296,1032,-8
59:49.8,296,1028,16
59:49.9,296,1024,40
59:50.0,308,1012,40
59:50.1,304,1012,52
59:50.2,300,1008,40
59:50.3,296,1004,48
59:50.4,288,1008,48
59:50.5,288,1004,64
59:50.6,288,1012,52
59:50.7,292,1008,52
59:50.8,292,1012,44
59:50.9,284,1012,52
59:51.0,284,1008,60
59:51.1,280,1016,56
59:51.2,284,1012,60
59:51.3,284,1012,56
59:51.4,280,1012,68
59:51.5,284,1008,52
59:51.6,284,1008,48
59:51.7,284,1012,56
59:51.8,276,1012,56
59:51.9,280,1016,56
59:52.0,280,1012,56
59:52.1,280,1012,68
59:52.2,284,1016,52
59:52.3,280,1008,60
59:52.4,280,1012,60
59:52.5,280,1016,52
59:52.6,280,1016,60
59:52.8,276,1020,52
59:52.9,272,1016,40
59:53.0,256,1028,56
59:53.1,256,1028,72
59:53.2,264,1020,56
59:53.3,268,1016,56
59:53.4,264,1020,64
59:53.5,260,1020,40
59:53.6,244,1016,80
59:53.7,264,992,120
59:53.8,276,1016,80
59:53.9,272,1020,68
59:54.0,272,1016,76
59:54.1,280,1004,112
59:54.2,264,996,76
59:54.3,220,1012,44
59:54.4,180,1040,60
59:54.5,172,1044,60
59:54.6,176,1040,96
59:54.7,180,1028,80
59:54.8,180,1028,60
59:54.9,180,1032,72
59:55.0,164,1032,80
59:55.1,160,1028,92
59:55.2,168,1040,92
59:55.3,164,1040,92
59:55.4,172,1040,120
59:55.5,212,1032,72
59:55.6,228,980,40
59:55.7,276,936,88
59:55.8,300,1004,152
59:55.9,280,1000,164
59:56.0,312,1036,108
59:56.1,224,1116,-24
59:56.2,140,1104,112
59:56.3,104,1056,-12
59:56.4,108,1024,-8
59:56.5,64,1012,-76
59:56.6,116,1040,64
59:56.7,124,1084,-28
59:56.8,164,1072,60
59:56.9,212,1048,36
59:57.0,192,1032,40
59:57.2,216,1044,36
59:57.3,244,1008,40
59:57.4,224,988,52
59:57.5,152,1000,84
59:57.6,184,1072,92
59:57.7,148,1088,128
59:57.8,172,952,132
59:57.9,204,1044,60
59:58.0,160,1168,-36
59:58.1,168,1088,72
59:58.2,196,1012,92
59:58.3,208,972,48
59:58.4,208,976,-56
59:58.5,204,1016,-12
59:58.6,188,1036,32
59:58.7,188,1048,-12
59:58.8,184,1024,-40
59:58.9,164,980,-12
59:59.0,88,968,-28
59:59.1,32,1000,-12
59:59.2,-44,1028,-12
59:59.3,-72,1004,40
59:59.4,-176,976,-4
59:59.5,-224,996,16
59:59.6,-272,1020,-12
59:59.7,-272,1028,0
59:59.8,-288,1032,-80
59:59.9,-312,1024,-72
00:00.0,-344,972,-88
00:00.1,-364,948,-88
00:00.2,-400,952,-76
00:00.3,-444,944,-112
00:00.4,-460,948,-104
00:00.5,-492,916,-144
00:00.6,-524,904,-128
00:00.7,-536,916,-100
00:00.8,-548,872,-100
00:00.9,-592,808,-96
00:01.0,-612,812,-116
00:01.1,-608,828,-108
00:01.2,-672,860,-108
00:01.3,-688,820,-80
00:01.5,-648,792,-108
00:01.6,-640,760,-172
00:01.7,-648,832,-52
00:01.8,-640,884,48
00:01.9,-572,884,44
00:02.0,-508,928,20
00:02.1,-464,940,-8
00:02.2,-408,912,-8
00:02.3,-388,896,-4
00:02.4,-388,880,4
00:02.5,-356,932,40
00:02.6,-364,1040,-8
00:02.7,-396,1144,4
00:02.8,-356,1080,-116
00:02.9,-300,1044,-20
00:03.0,-260,824,224
00:03.1,-160,856,100
00:03.2,-100,968,84
00:03.3,-60,1020,-80
00:03.4,-24,1152,-196
00:03.5,4,1148,-96
00:03.6,-40,1148,-192
00:03.7,28,1068,4
00:03.8,108,892,88
00:03.9,160,884,44
00:04.0,184,964,-56
00:04.1,232,996,-20
00:04.2,232,988,20
00:04.3,236,1004,32
00:04.4,220,1028,-32
00:04.5,228,1044,-16
00:04.6,244,1032,84
00:04.7,252,980,68
00:04.8,252,996,32
00:04.9,252,1012,56
00:05.0,240,1020,84
00:05.1,232,1036,72
00:05.2,220,1020,52
00:05.3,232,1008,48
00:05.4,200,1016,44
00:05.5,168,1032,48
00:05.6,164,1044,40
00:05.7,136,1032,52
00:05.9,120,1044,32
00:06.0,108,1048,28
00:06.1,116,1032,68
00:06.2,112,1032,48
00:06.3,108,1040,28
00:06.4,120,1040,36
00:06.5,120,1036,40
00:06.6,120,1040,44
00:06.7,124,1044,40
00:06.8,120,1044,52
00:06.9,124,1036,36
00:07.0,120,1036,48
00:07.1,120,1044,28
00:07.2,116,1040,44
00:07.3,124,1040,40
00:07.4,116,1036,36
00:07.5,124,1032,32
00:07.6,124,1044,44
00:07.7,132,1044,64
00:07.8,136,1036,44
00:07.9,132,1036,48
00:08.0,136,1036,60
00:08.1,132,1040,52
00:08.2,128,1040,48
00:08.3,124,1040,52
00:08.4,120,1040,44
00:08.5,124,1040,40
00:08.6,128,1036,56
00:08.7,120,1036,48
00:08.8,120,1036,52
00:08.9,120,1040,48
00:09.0,120,1036,56
00:09.1,120,1036,48
00:09.2,116,1036,48
00:09.3,108,1040,56
00:09.4,112,1036,56
00:09.5,112,1032,60
00:09.6,112,1040,56
00:09.7,116,1040,52
00:09.8,108,1036,44
00:09.9,132,1028,36
00:10.0,120,1036,68
00:10.2,128,1052,60
00:10.3,120,1040,52
00:10.4,120,1040,64
00:10.5,120,1040,68
00:10.6,120,1040,72
00:10.7,120,1036,68
00:10.8,108,1040,80
00:10.9,108,1036,56
00:11.0,120,1044,32
00:11.1,128,1032,56
00:11.2,120,1036,56
00:11.3,112,1040,72
00:11.4,88,1044,36
00:11.5,84,1044,76
00:11.6,84,1048,84
00:11.7,88,1040,88
00:11.8,92,1040,96
00:11.9,80,1024,100
00:12.0,92,1020,120
00:12.1,96,1032,112
00:12.2,112,1040,108
00:12.3,124,1004,128
00:12.4,120,976,108
00:12.5,84,1000,72
00:12.6,24,1048,72
00:12.7,-36,1088,92
00:12.8,-60,1096,64
00:12.9,-20,1084,64
00:13.0,-4,1044,64
00:13.1,24,1032,80
00:13.2,28,1032,48
00:13.3,32,1028,56
00:13.4,0,1032,12
00:13.5,-16,1052,4
00:13.6,-12,1060,32
00:13.7,-8,1044,-8
00:13.8,8,1032,16
00:13.9,24,1036,24
00:14.0,24,1044,4
00:14.1,28,1048,28
00:14.2,56,1048,24
00:14.3,68,1040,28
00:14.4,76,1036,16
00:14.6,76,1036,28
00:14.7,72,1040,36
00:14.8,76,1040,52
00:14.9,72,1036,48
00:15.0,80,1036,48
00:15.1,72,1040,40
00:15.2,80,1044,32
00:15.3,76,1040,32
00:15.4,80,1036,52
00:15.5,76,1036,44
00:15.6,76,1040,44
00:15.7,76,1040,52
00:15.8,72,1044,32
00:15.9,72,1040,56
00:16.0,80,1036,32
00:16.1,80,1040,40
00:16.2,76,1044,44
00:16.3,72,1040,40
00:16.4,64,1040,36
00:16.5,72,1044,56
00:16.6,76,1036,56
00:16.7,72,1040,60
00:16.8,72,1040,48
00:16.9,76,1040,52
00:17.0,76,1040,44
00:17.1,76,1044,40
00:17.2,72,1044,40
00:17.3,72,1040,40
00:17.4,72,1040,40
00:17.5,72,1044,52
00:17.6,72,1040,48
00:17.7,72,1040,48
00:17.8,72,1036,64
00:17.9,76,1040,48
00:18.0,72,1040,44
00:18.1,76,1040,48
00:18.2,72,1040,56
00:18.3,72,1048,56
00:18.4,76,1048,56
00:18.5,72,1044,56
00:18.6,68,1040,52
00:18.7,72,1044,48
00:18.9,72,1048,36
00:19.0,80,1040,84
00:19.1,76,1036,32
00:19.2,72,1044,44
00:19.3,72,1040,44
00:19.4,76,1036,44
00:19.5,76,1036,52
00:19.6,76,1040,52
00:19.7,68,1040,48
00:19.8,72,1040,48
00:19.9,72,1040,52
00:20.0,72,1040,56
00:20.1,72,1044,56
00:20.2,68,1040,52
00:20.3,68,1044,44
00:20.4,68,1044,40
00:20.5,72,1048,56
00:20.6,64,1044,44
00:20.7,56,1044,44
00:20.8,56,1036,68
00:20.9,56,1040,44
00:21.0,48,1036,24
00:21.1,48,1044,40
00:21.2,52,1048,48
00:21.3,44,1036,24
00:21.4,36,1032,20
00:21.5,20,1036,4
00:21.6,4,1040,4
00:21.7,0,1044,-12
00:21.8,-28,1048,0
00:21.9,-40,1056,36
00:22.0,-44,1052,20
00:22.1,-48,1048,-12
00:22.2,-48,1052,0
00:22.3,-40,1060,8
00:22.4,-20,1048,32
00:22.5,8,1040,68
00:22.6,16,1052,40
00:22.7,32,1052,64
00:22.8,60,1016,44
00:22.9,84,1016,12
00:23.0,72,1036,-20
00:23.1,72,1040,48
00:23.3,68,1036,36
00:23.4,72,1028,72
00:23.5,72,1036,56
00:23.6,72,1036,60
00:23.7,68,1036,48
00:23.8,68,1036,64
00:23.9,68,1036,48
00:24.0,68,1040,52
00:24.1,68,1040,56
00:24.2,68,1032,64
00:24.3,64,1040,52
00:24.4,60,1040,44
00:24.5,64,1040,68
00:24.6,64,1036,64
00:24.7,64,1044,56
00:24.8,60,1040,40
00:24.9,68,1044,64
00:25.0,68,1036,64
00:25.1,80,1052,72
00:25.2,104,1052,-4
00:25.3,104,1044,-16
00:25.4,96,1040,-48
00:25.5,112,1052,-4
00:25.6,116,1048,-36
00:25.7,136,1060,-4
00:25.8,152,1060,-52
00:25.9,128,1052,-64
00:26.0,140,1056,-16
00:26.1,160,1060,12
00:26.2,172,1036,-4
00:26.3,192,1020,40
00:26.4,224,1020,24
00:26.5,236,1020,40
00:26.6,232,992,4
00:26.7,220,1020,4
00:26.8,220,1052,32
00:26.9,172,1052,32
00:27.0,188,1040,52
00:27.1,200,1036,48
00:27.2,204,1012,64
00:27.3,212,1016,76
00:27.4,216,1032,60
00:27.6,212,1024,68
00:27.7,212,1024,72
00:27.8,212,1028,64
00:27.9,204,1028,40
00:28.0,212,1020,80
00:28.1,204,1020,76
00:28.2,208,1020,60
00:28.3,216,1024,56
00:28.4,216,1028,52
00:28.5,216,1024,60
00:28.6,208,1028,48
00:28.7,208,1028,64
00:28.8,208,1024,48
00:28.9,204,1028,60
00:29.0,204,1032,52
00:29.1,200,1032,56
00:29.2,200,1032,48
00:29.3,204,1028,60
00:29.4,200,1020,60
00:29.5,204,1028,56
00:29.6,208,1028,52
00:29.7,200,1028,56
00:29.8,200,1032,48
00:29.9,200,1028,52
00:30.0,200,1028,60
00:30.1,200,1028,48
00:30.2,196,1032,36
00:30.3,196,1028,52
00:30.4,204,1028,52
00:30.5,200,1028,52
00:30.6,204,1028,60
00:30.7,204,1028,48
00:30.8,200,1032,60
00:30.9,196,1028,48
00:31.0,196,1028,48
00:31.1,196,1032,60
00:31.2,200,1032,48
00:31.3,200,1032,48
00:31.4,196,1028,48
00:31.5,196,1036,56
00:31.6,196,1036,52
00:31.7,200,1032,68
00:31.8,196,1032,56
00:32.0,196,1032,60
00:32.1,192,1032,52
00:32.2,196,1036,52
00:32.3,192,1036,52
00:32.4,192,1028,44
00:32.5,192,1028,72
00:32.6,196,1032,48
00:32.7,196,1028,52
00:32.8,196,1032,48
00:32.9,192,1032,56
00:33.0,192,1028,60
00:33.1,192,1028,60
00:33.2,192,1032,64
00:33.3,192,1024,72
00:33.4,188,1028,52
00:33.5,180,1024,64
00:33.6,196,1028,72
00:33.7,188,1024,64
00:33.8,192,1024,68
00:33.9,192,1028,56
00:34.0,192,1028,68
00:34.1,192,1028,64
00:34.2,188,1032,72
00:34.3,192,1036,56
00:34.4,192,1032,64
00:34.5,184,1032,76
00:34.6,192,1032,64
00:34.7,188,1032,60
00:34.8,188,1032,76
00:34.9,192,1036,68
00:35.0,196,1032,76
00:35.1,188,1028,68
00:35.2,192,1028,64
00:35.3,192,1028,72
00:35.4,200,1032,64
00:35.5,200,1032,80
00:35.6,204,1032,64
00:35.7,192,1036,72
00:35.8,192,1028,84
00:35.9,188,1036,44
00:36.0,184,1032,64
00:36.1,184,1028,64
00:36.3,180,1036,56
00:36.4,184,1032,64
00:36.5,180,1032,56
00:36.6,180,1028,64
00:36.7,180,1028,68
00:36.8,180,1028,64
00:36.9,180,1036,68
00:37.0,184,1040,24
00:37.1,188,1040,72
00:37.2,184,1032,72
00:37.3,188,1036,64
00:37.4,188,1032,68
00:37.5,184,1032,68
00:37.6,180,1032,72
00:37.7,180,1032,64
00:37.8,180,1032,60
00:37.9,176,1032,56
00:38.0,180,1036,68
00:38.1,184,1032,52
00:38.2,184,1036,80
00:38.3,176,1028,56
00:38.4,176,1032,60
00:38.5,176,1036,72
00:38.6,180,1032,64
00:38.7,176,1032,64
00:38.8,180,1032,60
00:38.9,172,1032,60
00:39.0,172,1032,52
00:39.1,176,1032,72
00:39.2,172,1032,60
00:39.3,180,1032,68
00:39.4,180,1028,72
00:39.5,180,1028,64
00:39.6,180,1036,56
00:39.7,184,1032,68
00:39.8,180,1028,56
00:39.9,176,1032,68
